id	_pdbx_deposit_group.group_title	_pdbx_deposit_group.group_description
D_1001405128	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405129	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405130	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405131	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405132	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405133	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405134	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405135	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405136	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405137	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405138	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405139	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405140	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405141	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405142	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405143	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405144	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405145	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405146	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405147	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405148	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405149	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405150	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405151	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405152	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405153	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405154	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405155	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405156	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405157	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405158	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405159	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405160	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405161	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405162	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405163	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405164	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405165	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405166	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405167	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405168	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405169	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405170	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405171	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405172	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405173	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405174	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405175	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405176	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405177	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405178	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405179	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405180	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405181	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405182	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405183	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405184	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
D_1001405185	PanDDA analysis group deposition	Aar2/RNaseH complexed with fragments of the F2X-Universal Library. Deposited are the PanDDA bound state models after inspection and ligand placement based on PanDDA event maps. The event maps are included in the mmcif and are the determining evidence for the ligands. 2FoFc and FoFc maps will be mostly not useful to consider here.
